transaction_id,timestamp,quarter,customer_id,customer_type,category,unit_price,quantity,discount_pct,revenue,cost,cost_revenue_ratio,payment_method,transaction_fee,location_type,shipping_cost,is_returned,return_cost,satisfaction_score,profit,profit_margin_pct
TXN_040555,2024-01-27 12:29:30,3,CUST_07613,Returning,Electronics,450.83,2,16.88,749.46,605.49,80.79,Gift Card,0.0,Urban,3.97,No,0.0,2.77,140.00000000000003,18.68
TXN_039921,2024-01-27 12:41:07,3,CUST_22343,New,Clothing,83.22,2,36.67,105.41,128.16,121.58,PayPal,3.58,Urban,4.63,Yes,13.55,2.23,-44.51,-42.23
TXN_045606,2024-01-27 12:43:29,3,CUST_12531,New,Electronics,471.1,1,34.53,308.43,306.71,99.44,Credit Card,8.94,Rural,8.26,No,0.0,2.77,-15.479999999999972,-5.02
TXN_038698,2024-01-27 12:45:16,3,CUST_21678,New,Clothing,114.62,2,26.38,168.77,194.37,115.17,PayPal,5.74,Suburban,5.21,No,0.0,3.3,-36.55,-21.66
TXN_042708,2024-01-27 12:50:06,3,CUST_22527,New,Clothing,78.85,2,33.22,105.31,118.68,112.7,PayPal,3.58,Urban,3.28,No,0.0,3.59,-20.230000000000004,-19.21
TXN_057648,2024-01-27 12:53:51,3,CUST_13192,Returning,Home Goods,48.04,5,19.37,193.67,163.17,84.25,Credit Card,5.62,Urban,3.42,No,0.0,2.53,21.46,11.08
TXN_052704,2024-01-27 13:10:36,3,CUST_09962,New,Clothing,118.62,2,39.74,142.96,182.39,127.58,PayPal,4.86,Suburban,5.12,No,0.0,3.33,-49.409999999999975,-34.56
TXN_036901,2024-01-27 13:14:27,3,CUST_01928,Returning,Electronics,298.25,5,9.03,1356.59,925.78,68.24,Credit Card,39.34,Urban,4.95,No,0.0,3.13,386.5199999999999,28.49
TXN_047761,2024-01-27 13:14:48,3,CUST_23681,New,Home Goods,138.27,1,22.78,106.77,77.94,73.0,PayPal,3.63,Urban,4.37,No,0.0,3.37,20.83,19.51
TXN_054396,2024-01-27 13:25:47,3,CUST_13766,Returning,Electronics,154.36,1,9.82,139.2,106.12,76.24,PayPal,4.73,Rural,10.93,No,0.0,2.16,17.419999999999984,12.51
TXN_046713,2024-01-27 13:28:48,3,CUST_14199,New,Clothing,64.98,1,22.47,50.38,54.86,108.89,Credit Card,1.46,Suburban,5.01,Yes,17.21,2.68,-28.159999999999997,-55.9
TXN_038894,2024-01-27 13:31:12,3,CUST_17327,New,Home Goods,85.4,3,34.02,169.04,178.28,105.47,Credit Card,4.9,Rural,9.28,No,0.0,2.8,-23.42000000000001,-13.85
TXN_036028,2024-01-27 13:34:02,3,CUST_20658,Returning,Clothing,124.36,3,12.48,326.52,282.81,86.61,Credit Card,9.47,Suburban,5.41,Yes,16.76,1.75,12.069999999999979,3.7
TXN_039031,2024-01-27 13:39:24,3,CUST_07448,New,Clothing,61.26,1,34.73,39.98,48.18,120.51,PayPal,1.36,Suburban,5.33,No,0.0,3.11,-14.890000000000002,-37.24
TXN_050709,2024-01-27 13:40:07,3,CUST_06607,New,Clothing,88.71,3,26.67,195.15,200.35,102.66,Credit Card,5.66,Rural,7.9,No,0.0,2.86,-18.75999999999999,-9.61
TXN_045721,2024-01-27 13:44:35,3,CUST_01442,New,Clothing,35.36,2,39.44,42.83,56.54,132.01,PayPal,1.46,Rural,11.07,No,0.0,2.73,-26.240000000000002,-61.27
TXN_044848,2024-01-27 13:45:07,3,CUST_11919,Returning,Electronics,220.15,4,16.26,737.41,550.72,74.68,Gift Card,0.0,Urban,3.36,No,0.0,2.58,183.32999999999993,24.86
TXN_053622,2024-01-27 13:45:09,3,CUST_18587,New,Home Goods,196.3,3,32.89,395.21,321.96,81.47,PayPal,13.44,Suburban,6.29,No,0.0,3.27,53.52,13.54
TXN_056778,2024-01-27 13:51:48,3,CUST_00606,New,Clothing,46.28,2,31.05,63.82,71.34,111.78,Credit Card,1.85,Urban,3.82,No,0.0,3.66,-13.190000000000003,-20.67
TXN_053968,2024-01-27 13:52:11,3,CUST_10270,Returning,Clothing,27.24,2,11.64,48.14,43.78,90.94,PayPal,1.64,Urban,3.86,No,0.0,3.22,-1.1400000000000001,-2.37
TXN_041191,2024-01-27 14:10:26,3,CUST_18356,New,Home Goods,47.78,1,38.89,29.2,29.25,100.17,Credit Card,0.85,Urban,3.84,Yes,15.96,2.08,-20.700000000000003,-70.89
TXN_046193,2024-01-27 14:15:30,3,CUST_01992,New,Home Goods,157.03,1,21.42,123.39,98.64,79.94,PayPal,4.2,Rural,8.35,No,0.0,2.65,12.200000000000001,9.89
TXN_041313,2024-01-27 14:20:05,3,CUST_17817,Returning,Clothing,29.69,2,13.41,51.42,48.14,93.62,PayPal,1.75,Rural,9.26,No,0.0,2.22,-7.729999999999999,-15.03
TXN_036766,2024-01-27 14:22:48,3,CUST_09431,Returning,Home Goods,64.56,1,6.89,60.11,33.54,55.8,PayPal,2.04,Suburban,6.29,No,0.0,3.32,18.240000000000002,30.34
TXN_038284,2024-01-27 14:26:17,3,CUST_15137,Returning,Clothing,22.61,2,12.36,39.63,37.19,93.84,PayPal,1.35,Urban,3.87,No,0.0,3.42,-2.7799999999999954,-7.01
TXN_038299,2024-01-27 14:27:03,3,CUST_14805,New,Clothing,107.32,2,23.05,165.17,177.48,107.45,PayPal,5.62,Suburban,5.95,No,0.0,3.28,-23.880000000000003,-14.46
TXN_043670,2024-01-27 14:33:22,3,CUST_07415,New,Home Goods,73.71,1,26.15,54.43,48.8,89.66,PayPal,1.85,Urban,4.03,No,0.0,3.71,-0.24999999999999778,-0.46
TXN_037259,2024-01-27 14:36:06,3,CUST_00747,New,Electronics,254.26,1,28.5,181.8,161.98,89.1,Credit Card,5.27,Urban,4.04,No,0.0,3.1,10.510000000000023,5.78
TXN_037549,2024-01-27 14:36:07,3,CUST_20032,New,Home Goods,20.5,1,27.12,14.94,13.39,89.63,Gift Card,0.0,Suburban,6.62,No,0.0,3.58,-5.070000000000001,-33.94
TXN_049625,2024-01-27 14:39:01,3,CUST_20256,New,Electronics,442.47,2,35.36,572.03,602.08,105.25,PayPal,19.45,Suburban,5.36,No,0.0,3.38,-54.86000000000007,-9.59
TXN_039779,2024-01-27 14:42:38,3,CUST_14586,Returning,Clothing,119.45,4,5.18,453.05,389.22,85.91,Credit Card,13.14,Rural,9.83,No,0.0,2.69,40.859999999999985,9.02
TXN_056085,2024-01-27 14:45:29,3,CUST_21230,Returning,Electronics,117.62,4,17.53,388.0,300.7,77.5,PayPal,13.19,Suburban,6.56,No,0.0,2.5,67.55000000000001,17.41
TXN_044963,2024-01-27 14:49:50,3,CUST_21750,New,Clothing,144.19,3,26.54,317.77,329.12,103.57,Credit Card,9.22,Suburban,6.41,Yes,16.26,1.96,-43.24000000000002,-13.61
TXN_050571,2024-01-27 14:50:26,3,CUST_21865,New,Clothing,75.13,4,37.42,188.07,231.41,123.04,Credit Card,5.45,Urban,3.98,No,0.0,3.55,-52.77,-28.06
TXN_039049,2024-01-27 14:56:27,3,CUST_04084,Returning,Electronics,486.58,1,19.17,393.3,298.69,75.94,Credit Card,11.41,Urban,4.58,No,0.0,2.63,78.62000000000002,19.99
TXN_041014,2024-01-27 14:56:38,3,CUST_07685,New,Electronics,282.42,2,38.31,348.45,371.37,106.58,Credit Card,10.11,Urban,4.14,No,0.0,3.37,-37.170000000000016,-10.67
TXN_053772,2024-01-27 14:57:35,3,CUST_06424,Returning,Electronics,187.47,4,14.9,638.15,475.93,74.58,Credit Card,18.51,Urban,3.55,No,0.0,2.95,140.15999999999997,21.96
TXN_037769,2024-01-27 14:59:16,3,CUST_20399,Returning,Electronics,463.94,2,5.81,873.97,637.9,72.99,PayPal,29.71,Urban,3.97,No,0.0,3.1,202.39000000000004,23.16
TXN_048768,2024-01-27 15:01:09,3,CUST_24307,Returning,Home Goods,136.88,3,17.04,340.67,251.99,73.97,Credit Card,9.88,Urban,3.25,No,0.0,2.52,75.55000000000001,22.18
TXN_057436,2024-01-27 15:01:13,3,CUST_14374,New,Clothing,20.05,1,23.35,15.37,16.58,107.87,PayPal,0.52,Rural,10.57,No,0.0,2.95,-12.299999999999999,-80.03
TXN_044655,2024-01-27 15:09:21,3,CUST_21007,Returning,Electronics,344.11,4,18.14,1126.75,826.49,73.35,PayPal,38.31,Urban,4.15,Yes,17.93,2.77,239.87,21.29
TXN_056541,2024-01-27 15:09:43,3,CUST_10061,New,Clothing,139.88,2,33.86,185.03,221.32,119.61,Gift Card,0.0,Urban,4.23,No,0.0,3.19,-40.519999999999996,-21.9
TXN_052075,2024-01-27 15:12:05,3,CUST_05726,Returning,Electronics,352.65,3,6.55,988.65,654.1,66.16,PayPal,33.61,Urban,3.91,No,0.0,3.23,297.0299999999999,30.04
TXN_039422,2024-01-27 15:12:42,3,CUST_14850,Returning,Home Goods,39.85,2,11.52,70.52,62.21,88.22,PayPal,2.4,Urban,4.97,No,0.0,2.68,0.9399999999999951,1.33
TXN_054226,2024-01-27 15:19:40,3,CUST_17797,New,Clothing,34.66,2,31.87,47.23,57.34,121.41,PayPal,1.61,Urban,4.88,No,0.0,3.08,-16.600000000000005,-35.15
TXN_036891,2024-01-27 15:20:03,3,CUST_02684,New,Clothing,37.89,2,37.86,47.09,62.22,132.13,PayPal,1.6,Suburban,6.16,No,0.0,3.31,-22.889999999999997,-48.61
TXN_047664,2024-01-27 15:21:03,3,CUST_03795,Returning,Electronics,184.38,3,9.24,502.03,338.8,67.49,Credit Card,14.56,Suburban,5.08,No,0.0,2.73,143.58999999999995,28.6
TXN_049290,2024-01-27 15:35:38,3,CUST_15596,Returning,Electronics,209.15,3,7.77,578.7,393.68,68.03,PayPal,19.68,Urban,4.78,No,0.0,3.22,160.56000000000003,27.74
TXN_054436,2024-01-27 15:37:11,3,CUST_23323,New,Home Goods,146.95,1,22.52,113.86,75.57,66.37,PayPal,3.87,Suburban,6.84,No,0.0,3.33,27.58000000000001,24.22
TXN_054439,2024-01-27 15:55:09,3,CUST_19379,Returning,Electronics,131.65,3,16.49,329.82,247.66,75.09,Credit Card,9.56,Urban,4.38,No,0.0,3.47,68.22,20.68
TXN_046500,2024-01-27 16:00:47,3,CUST_19667,New,Electronics,252.17,3,33.94,499.75,509.64,101.98,PayPal,16.99,Suburban,6.37,Yes,18.13,1.98,-51.37999999999998,-10.28
TXN_050805,2024-01-27 16:03:39,3,CUST_24747,Returning,Clothing,146.44,3,10.1,394.95,329.66,83.47,PayPal,13.43,Suburban,6.76,No,0.0,2.7,45.099999999999966,11.42
TXN_039074,2024-01-27 16:12:16,3,CUST_04967,New,Clothing,139.2,1,22.27,108.2,107.16,99.04,Credit Card,3.14,Suburban,5.41,Yes,10.08,2.24,-17.589999999999996,-16.26
TXN_045913,2024-01-27 16:13:02,3,CUST_11378,New,Clothing,116.1,3,31.92,237.12,292.28,123.26,Credit Card,6.88,Urban,3.27,No,0.0,3.02,-65.30999999999997,-27.54
TXN_046496,2024-01-27 16:14:18,3,CUST_17201,Returning,Home Goods,183.27,3,15.53,464.42,424.37,91.38,PayPal,15.79,Urban,3.54,No,0.0,3.08,20.720000000000013,4.46
TXN_055416,2024-01-27 16:16:33,3,CUST_04424,Returning,Electronics,92.87,2,16.58,154.94,118.62,76.56,PayPal,5.27,Suburban,5.78,No,0.0,3.01,25.269999999999992,16.31
TXN_039793,2024-01-27 16:20:46,3,CUST_00430,Returning,Electronics,170.57,3,11.87,450.97,318.9,70.71,PayPal,15.33,Urban,3.93,No,0.0,2.9,112.81000000000004,25.01
TXN_054079,2024-01-27 16:21:24,3,CUST_19370,New,Home Goods,103.88,3,23.31,239.0,197.77,82.75,PayPal,8.13,Suburban,5.08,No,0.0,3.22,28.01999999999999,11.72
TXN_045661,2024-01-27 16:23:15,3,CUST_01081,New,Clothing,109.7,2,27.15,159.83,176.45,110.4,Gift Card,0.0,Suburban,5.72,No,0.0,3.14,-22.339999999999975,-13.98
TXN_049612,2024-01-27 16:24:48,3,CUST_01283,New,Clothing,30.77,2,34.36,40.39,50.4,124.78,PayPal,1.37,Rural,11.83,Yes,12.02,1.82,-35.230000000000004,-87.22
TXN_046564,2024-01-27 16:28:29,3,CUST_02247,Returning,Home Goods,78.04,3,6.17,219.67,117.36,53.43,PayPal,7.47,Urban,4.28,No,0.0,2.67,90.55999999999999,41.23
TXN_038329,2024-01-27 16:33:10,3,CUST_21565,New,Clothing,113.42,2,38.62,139.23,180.12,129.37,Credit Card,4.04,Suburban,5.36,No,0.0,3.58,-50.29000000000001,-36.12
TXN_046896,2024-01-27 16:37:48,3,CUST_10316,New,Electronics,420.5,1,34.92,273.66,291.57,106.54,PayPal,9.3,Suburban,5.48,No,0.0,3.64,-32.68999999999997,-11.95
TXN_040919,2024-01-27 16:42:42,3,CUST_06842,Returning,Electronics,192.28,4,8.92,700.51,466.26,66.56,PayPal,23.82,Urban,4.95,No,0.0,2.85,205.48000000000002,29.33
TXN_041022,2024-01-27 16:43:46,3,CUST_16257,Returning,Electronics,187.24,2,5.64,353.36,248.06,70.2,Credit Card,10.25,Urban,4.5,No,0.0,3.14,90.55000000000001,25.63
TXN_052178,2024-01-27 16:47:36,3,CUST_07415,Returning,Electronics,312.76,2,17.3,517.31,401.74,77.66,Credit Card,15.0,Urban,4.4,No,0.0,3.3,96.16999999999993,18.59
TXN_043691,2024-01-27 16:50:06,3,CUST_08028,New,Electronics,142.74,1,32.83,95.88,98.35,102.58,Credit Card,2.78,Suburban,5.69,Yes,15.37,2.33,-26.309999999999995,-27.44
TXN_051834,2024-01-27 16:52:13,3,CUST_06180,Returning,Electronics,330.99,2,9.9,596.44,433.78,72.73,Credit Card,17.3,Urban,4.27,No,0.0,2.8,141.09000000000006,23.66
TXN_043263,2024-01-27 16:52:19,3,CUST_06382,New,Clothing,123.82,4,37.27,310.69,393.65,126.7,Credit Card,9.01,Urban,3.81,No,0.0,3.13,-95.77999999999999,-30.83
TXN_050938,2024-01-27 16:53:13,3,CUST_05927,New,Clothing,54.54,2,36.05,69.76,87.17,124.96,PayPal,2.37,Suburban,6.28,No,0.0,3.55,-26.06,-37.36
TXN_050336,2024-01-27 17:03:13,3,CUST_12504,Returning,Electronics,353.82,2,6.58,661.08,471.19,71.28,Credit Card,19.17,Suburban,5.45,No,0.0,2.85,165.27000000000004,25.0
TXN_046458,2024-01-27 17:04:39,3,CUST_06228,New,Clothing,109.97,2,25.98,162.8,173.03,106.28,Credit Card,4.72,Urban,4.68,No,0.0,3.34,-19.62999999999999,-12.06
TXN_047876,2024-01-27 17:09:46,3,CUST_15117,Returning,Home Goods,140.73,2,6.16,264.12,180.96,68.51,Credit Card,7.66,Suburban,6.26,Yes,17.56,2.33,51.67999999999999,19.57
TXN_050387,2024-01-27 17:15:51,3,CUST_03677,Returning,Electronics,226.69,5,19.07,917.3,746.75,81.41,Credit Card,26.6,Urban,3.09,No,0.0,3.33,140.85999999999996,15.36
TXN_053603,2024-01-27 17:19:19,3,CUST_10624,Returning,Clothing,89.34,3,9.11,243.6,209.62,86.05,PayPal,8.28,Urban,3.35,No,0.0,2.71,22.349999999999987,9.17
TXN_048291,2024-01-27 17:21:55,3,CUST_11467,New,Clothing,76.67,2,30.52,106.54,125.99,118.26,PayPal,3.62,Urban,4.57,Yes,14.42,3.18,-42.05999999999999,-39.48
TXN_043069,2024-01-27 17:23:18,3,CUST_10483,New,Clothing,101.54,2,24.61,153.1,153.12,100.01,Credit Card,4.44,Rural,11.44,No,0.0,3.41,-15.90000000000001,-10.39
TXN_043953,2024-01-27 17:24:49,3,CUST_01679,New,Clothing,72.06,1,20.66,57.17,56.17,98.25,Credit Card,1.66,Rural,9.08,No,0.0,3.09,-9.74,-17.04
TXN_056981,2024-01-27 17:31:11,3,CUST_05984,New,Clothing,145.42,2,34.13,191.58,243.47,127.09,Credit Card,5.56,Urban,3.8,No,0.0,3.75,-61.249999999999986,-31.97
TXN_051562,2024-01-27 17:35:13,3,CUST_22542,New,Home Goods,176.49,1,38.34,108.82,135.24,124.28,Credit Card,3.16,Suburban,5.27,Yes,12.54,2.76,-47.390000000000015,-43.55
TXN_040903,2024-01-27 17:40:18,3,CUST_03952,Returning,Electronics,482.79,1,11.53,427.12,295.13,69.1,Credit Card,12.39,Suburban,5.74,No,0.0,2.63,113.86000000000001,26.66
TXN_052548,2024-01-27 17:43:08,3,CUST_01906,New,Clothing,112.03,3,37.56,209.85,259.83,123.82,Gift Card,0.0,Urban,4.24,No,0.0,3.58,-54.21999999999999,-25.84
TXN_037113,2024-01-27 17:43:40,3,CUST_09573,New,Clothing,21.89,2,31.82,29.85,35.12,117.65,Credit Card,0.87,Suburban,5.19,No,0.0,3.4,-11.329999999999997,-37.96
TXN_046159,2024-01-27 17:48:42,3,CUST_13584,New,Clothing,50.61,1,20.32,40.33,42.84,106.22,PayPal,1.37,Urban,3.33,No,0.0,3.14,-7.210000000000005,-17.88
TXN_052195,2024-01-27 17:50:22,3,CUST_02341,Returning,Clothing,69.2,2,16.53,115.52,113.47,98.23,Credit Card,3.35,Urban,3.8,No,0.0,2.52,-5.100000000000003,-4.41
TXN_046695,2024-01-27 17:55:14,3,CUST_04381,Returning,Clothing,59.84,4,5.96,225.09,188.19,83.61,PayPal,7.65,Urban,3.62,No,0.0,2.72,25.630000000000006,11.39
TXN_048893,2024-01-27 17:55:17,3,CUST_19096,New,Clothing,40.29,2,22.77,62.23,66.5,106.86,Credit Card,1.8,Urban,4.22,No,0.0,3.31,-10.290000000000003,-16.54
TXN_037370,2024-01-27 17:56:31,3,CUST_09280,New,Clothing,123.52,2,37.21,155.12,203.4,131.12,Gift Card,0.0,Urban,3.3,No,0.0,3.71,-51.58,-33.25
TXN_036204,2024-01-27 17:58:35,3,CUST_12782,New,Clothing,51.75,1,20.43,41.18,43.04,104.52,PayPal,1.4,Urban,3.79,No,0.0,3.53,-7.049999999999999,-17.12
TXN_039642,2024-01-27 17:59:11,3,CUST_24650,Returning,Electronics,389.39,5,5.73,1835.39,1332.44,72.6,PayPal,62.4,Urban,4.45,No,0.0,3.38,436.1000000000001,23.76
TXN_045425,2024-01-27 18:00:09,3,CUST_00106,Returning,Clothing,68.45,2,9.14,124.39,114.61,92.14,Credit Card,3.61,Suburban,6.48,No,0.0,2.81,-0.3099999999999987,-0.25
TXN_052317,2024-01-27 18:00:15,3,CUST_24539,Returning,Electronics,146.84,4,19.2,474.59,371.63,78.31,PayPal,16.14,Urban,3.71,No,0.0,2.85,83.10999999999999,17.51
TXN_054644,2024-01-27 18:04:21,3,CUST_17526,Returning,Home Goods,26.06,3,16.55,65.24,53.89,82.6,PayPal,2.22,Urban,3.28,No,0.0,3.06,5.849999999999994,8.97
TXN_049444,2024-01-27 18:06:20,3,CUST_22238,New,Clothing,25.61,2,39.84,30.81,42.03,136.42,PayPal,1.05,Urban,3.46,No,0.0,3.29,-15.730000000000004,-51.05
TXN_043538,2024-01-27 18:06:34,3,CUST_04982,New,Home Goods,127.38,1,23.98,96.83,65.41,67.55,Credit Card,2.81,Rural,9.62,No,0.0,2.88,18.990000000000002,19.61
TXN_051383,2024-01-27 18:07:22,3,CUST_18496,Returning,Home Goods,150.74,1,8.43,138.03,113.53,82.25,Gift Card,0.0,Urban,3.16,No,0.0,3.21,21.34,15.46
TXN_038278,2024-01-27 18:08:33,3,CUST_08872,New,Clothing,20.07,2,30.72,27.81,33.36,119.96,Credit Card,0.81,Urban,3.1,No,0.0,3.7,-9.46,-34.02
TXN_052435,2024-01-27 18:11:47,3,CUST_10601,New,Clothing,26.14,1,22.56,20.24,20.14,99.51,PayPal,0.69,Urban,4.46,No,0.0,3.28,-5.0500000000000025,-24.95
TXN_056369,2024-01-27 18:20:57,3,CUST_06947,New,Electronics,380.7,1,30.87,263.18,245.51,93.29,PayPal,8.95,Suburban,5.13,Yes,14.98,2.65,-11.389999999999983,-4.33
TXN_045369,2024-01-27 18:33:00,3,CUST_15828,New,Electronics,294.82,2,35.67,379.32,412.17,108.66,Gift Card,0.0,Urban,3.58,Yes,14.8,2.52,-51.23000000000002,-13.51
TXN_051126,2024-01-27 18:34:11,3,CUST_14890,Returning,Electronics,239.46,3,19.59,577.65,492.64,85.28,Credit Card,16.75,Urban,4.28,No,0.0,2.87,63.97999999999999,11.08
TXN_041983,2024-01-27 18:42:15,3,CUST_01777,Returning,Electronics,273.02,1,6.73,254.65,163.83,64.34,PayPal,8.66,Urban,4.06,Yes,16.68,2.42,61.419999999999995,24.12
TXN_043343,2024-01-27 18:43:52,3,CUST_16024,Returning,Home Goods,78.96,2,8.72,144.15,123.97,86.0,PayPal,4.9,Urban,3.41,No,0.0,2.97,11.870000000000006,8.23
TXN_048273,2024-01-27 18:44:28,3,CUST_14034,Returning,Electronics,222.24,4,15.42,751.88,585.27,77.84,Credit Card,21.8,Urban,4.05,Yes,19.03,2.39,121.72999999999999,16.19
TXN_056702,2024-01-27 18:59:00,3,CUST_20907,Returning,Home Goods,61.97,3,19.37,149.9,100.99,67.37,Credit Card,4.35,Rural,10.31,No,0.0,2.5,34.25000000000001,22.85
TXN_052696,2024-01-27 19:00:20,3,CUST_15263,New,Home Goods,167.39,3,22.4,389.68,290.5,74.55,PayPal,13.25,Urban,4.98,No,0.0,3.09,80.95,20.77
TXN_057442,2024-01-27 19:12:46,3,CUST_07903,Returning,Electronics,435.96,3,15.06,1110.91,881.87,79.38,PayPal,37.77,Suburban,5.69,No,0.0,3.05,185.58000000000007,16.71
TXN_036139,2024-01-27 19:14:24,3,CUST_15867,Returning,Electronics,111.77,1,11.92,98.45,71.51,72.64,PayPal,3.35,Urban,3.99,No,0.0,2.52,19.599999999999994,19.91
TXN_036161,2024-01-27 19:15:21,3,CUST_08275,Returning,Electronics,329.49,5,17.42,1360.46,1079.45,79.34,PayPal,46.26,Urban,4.22,No,0.0,2.5,230.53,16.95
TXN_042542,2024-01-27 19:17:08,3,CUST_13627,New,Clothing,96.69,3,20.87,229.53,233.43,101.7,Credit Card,6.66,Urban,3.19,No,0.0,3.71,-13.750000000000005,-5.99
TXN_038307,2024-01-27 19:18:49,3,CUST_14869,Returning,Electronics,183.56,4,12.3,643.93,472.04,73.31,Credit Card,18.67,Suburban,6.25,No,0.0,2.81,146.9699999999999,22.82
TXN_041318,2024-01-27 19:18:56,3,CUST_11742,Returning,Home Goods,110.25,4,5.55,416.52,262.32,62.98,Credit Card,12.08,Suburban,5.73,No,0.0,2.62,136.39,32.75
TXN_049023,2024-01-27 19:20:42,3,CUST_07985,Returning,Electronics,305.64,4,5.1,1160.21,760.73,65.57,PayPal,39.45,Suburban,5.66,No,0.0,3.1,354.37,30.54
TXN_044663,2024-01-27 19:26:47,3,CUST_01245,Returning,Clothing,119.33,4,8.59,436.32,400.32,91.75,PayPal,14.83,Suburban,5.17,No,0.0,2.5,16.0,3.67
TXN_057127,2024-01-27 19:34:46,3,CUST_22194,Returning,Home Goods,191.88,2,11.81,338.44,225.04,66.49,PayPal,11.51,Suburban,6.54,No,0.0,2.48,95.35,28.17
TXN_047737,2024-01-27 19:36:04,3,CUST_06145,New,Electronics,168.36,2,28.93,239.31,212.57,88.83,Credit Card,6.94,Rural,11.51,Yes,17.37,1.9,-9.079999999999993,-3.79
TXN_047816,2024-01-27 19:36:15,3,CUST_00454,New,Electronics,341.39,1,26.15,252.12,224.89,89.2,PayPal,8.57,Urban,4.03,No,0.0,3.09,14.630000000000017,5.8
TXN_052755,2024-01-27 19:36:51,3,CUST_14727,Returning,Home Goods,65.11,2,6.65,121.56,90.95,74.82,PayPal,4.13,Rural,9.37,No,0.0,3.1,17.11,14.08
TXN_054568,2024-01-27 19:39:02,3,CUST_14437,Returning,Home Goods,94.93,3,19.32,229.77,208.25,90.63,Gift Card,0.0,Urban,4.44,No,0.0,2.61,17.08000000000001,7.43
TXN_041511,2024-01-27 19:43:55,3,CUST_05862,New,Clothing,91.52,3,31.57,187.88,211.51,112.58,Credit Card,5.45,Rural,10.42,No,0.0,2.91,-39.49999999999999,-21.02
TXN_038376,2024-01-27 19:44:34,3,CUST_24399,New,Electronics,277.32,1,36.6,175.82,194.06,110.37,PayPal,5.98,Urban,3.99,No,0.0,3.56,-28.210000000000008,-16.04
TXN_053716,2024-01-27 19:48:38,3,CUST_17773,Returning,Electronics,285.97,3,9.39,777.35,574.38,73.89,Credit Card,22.54,Rural,7.48,No,0.0,2.84,172.95000000000005,22.25
TXN_048204,2024-01-27 19:55:16,3,CUST_12339,Returning,Electronics,409.12,2,5.03,777.08,535.01,68.85,PayPal,26.42,Urban,4.92,No,0.0,3.3,210.73000000000005,27.12
TXN_039709,2024-01-27 19:55:36,3,CUST_06414,New,Electronics,399.04,1,25.28,298.16,257.27,86.29,Credit Card,8.65,Urban,3.63,No,0.0,3.58,28.610000000000046,9.6
TXN_046315,2024-01-27 20:03:31,3,CUST_00827,New,Clothing,50.44,3,31.25,104.03,115.07,110.61,Credit Card,3.02,Urban,4.44,Yes,14.34,2.7,-32.83999999999999,-31.57
TXN_055395,2024-01-27 20:11:18,3,CUST_08569,Returning,Home Goods,64.95,4,19.45,209.27,160.64,76.76,Credit Card,6.07,Urban,3.35,Yes,11.91,2.9,27.300000000000022,13.05
TXN_037896,2024-01-27 20:12:46,3,CUST_07977,Returning,Home Goods,86.72,2,12.87,151.12,111.08,73.5,Credit Card,4.38,Urban,3.6,No,0.0,2.97,32.06,21.21
TXN_056994,2024-01-27 20:14:52,3,CUST_16387,New,Electronics,419.69,1,38.64,257.52,277.74,107.85,Credit Card,7.47,Rural,7.89,No,0.0,2.68,-35.58000000000003,-13.82
TXN_054800,2024-01-27 20:17:34,3,CUST_17956,Returning,Clothing,58.3,1,10.85,51.97,49.0,94.29,PayPal,1.77,Suburban,5.14,No,0.0,2.77,-3.940000000000001,-7.58
TXN_054610,2024-01-27 20:19:26,3,CUST_02293,Returning,Home Goods,52.46,3,17.62,129.65,105.59,81.44,Gift Card,0.0,Urban,4.95,No,0.0,3.39,19.110000000000003,14.74
TXN_047250,2024-01-27 20:24:28,3,CUST_09145,Returning,Clothing,70.45,1,10.74,62.88,53.46,85.02,PayPal,2.14,Urban,3.75,No,0.0,3.15,3.530000000000001,5.61
TXN_054817,2024-01-27 20:26:25,3,CUST_08785,Returning,Home Goods,29.7,4,19.54,95.59,64.31,67.28,PayPal,3.25,Urban,3.09,No,0.0,2.88,24.94,26.09
TXN_039701,2024-01-27 20:40:36,3,CUST_10830,New,Clothing,78.86,2,29.22,111.63,121.53,108.87,PayPal,3.8,Rural,10.9,No,0.0,3.04,-24.60000000000001,-22.04
TXN_054637,2024-01-27 20:41:23,3,CUST_12632,New,Clothing,116.62,2,32.58,157.25,185.69,118.09,PayPal,5.35,Urban,3.6,Yes,18.36,2.83,-55.75,-35.45
TXN_038646,2024-01-27 20:41:46,3,CUST_05311,New,Clothing,99.98,4,38.18,247.23,328.56,132.9,PayPal,8.41,Urban,3.06,No,0.0,3.18,-92.80000000000001,-37.54
TXN_053164,2024-01-27 20:46:07,3,CUST_21913,New,Clothing,38.22,3,25.45,85.48,97.41,113.96,Credit Card,2.48,Suburban,5.56,No,0.0,3.11,-19.96999999999999,-23.36
TXN_042122,2024-01-27 20:53:58,3,CUST_22412,New,Clothing,36.87,2,24.45,55.71,57.85,103.84,PayPal,1.89,Urban,4.32,Yes,12.39,2.25,-20.740000000000002,-37.23
TXN_056869,2024-01-27 20:55:40,3,CUST_22130,Returning,Home Goods,85.24,4,10.71,304.44,268.83,88.3,Credit Card,8.83,Urban,3.52,No,0.0,3.36,23.260000000000016,7.64
TXN_040311,2024-01-27 20:57:56,3,CUST_19362,New,Clothing,80.21,2,34.88,104.47,121.45,116.25,PayPal,3.55,Urban,4.99,No,0.0,3.42,-25.520000000000003,-24.43
